N,a [mm],d [mm],my_theta [deg],p [mm],Freq [MHz],L [uH],R [¦¸],Q
2,55,1.2,89.9,0.8,6.78,0.395521595,0.148118991,113.7546129
2,55,1.2,89.9,1,6.78,0.388909793,0.142664048,116.1298594
2,55,1.2,89.9,1.2,6.78,0.38233942,0.144261507,112.9037004
2,55,1.4,89.9,0.4,6.78,0.391807317,0.140420054,118.8647195
2,55,1.4,89.9,0.6,6.78,0.382906141,0.141264609,115.4698286
2,55,1.4,89.9,0.8,6.78,0.378856427,0.136805961,117.9720696
2,55,1.4,89.9,1,6.78,0.374171107,0.131019893,121.6585321
2,55,1.4,89.9,1.2,6.78,0.367027111,0.129500562,120.7357968
2,55,1.6,89.9,0.4,6.78,0.379431913,0.129586518,124.73364
2,55,1.6,89.9,0.6,6.78,0.37265333,0.131146781,121.0478088
2,55,1.6,89.9,0.8,6.78,0.367332223,0.119396924,131.061596
2,55,1.6,89.9,1,6.78,0.358533156,0.120652728,126.5906818
2,55,1.6,89.9,1.2,6.78,0.351789068,0.113775372,131.7175484
2,55,1.8,89.9,0.4,6.78,0.366227714,0.116994836,133.3503239
2,55,1.8,89.9,0.6,6.78,0.361593469,0.109513672,140.6571451
2,55,1.8,89.9,0.8,6.78,0.356278223,0.105864333,143.3669922
2,55,1.8,89.9,1,6.78,0.348213004,0.103350952,143.5291349
2,55,1.8,89.9,1.2,6.78,0.345299535,0.102086931,144.0905192
2,60,0.8,9.9,0.4,6.78,0.606368092,0.264421101,97.68992875
2,60,0.8,9.9,0.6,6.78,0.592070633,0.260410582,96.85553733
2,60,0.8,9.9,0.8,6.78,0.580853093,0.254835486,97.09926995
2,60,0.8,9.9,1,6.78,0.569805325,0.248735539,97.58840597
2,60,0.8,9.9,1.2,6.78,0.559738997,0.249085391,95.72973817
2,60,1,9.9,0.4,6.78,0.578704308,0.230676241,106.8718709
2,60,1,9.9,0.6,6.78,0.564704135,0.234157696,102.7358681
2,60,1,9.9,0.8,6.78,0.556840525,0.219827037,107.9094032
2,60,1,9.9,1,6.78,0.54569664,0.219167881,106.0678911
2,60,1,9.9,1.2,6.78,0.537871691,0.214126904,107.0081885
2,60,1.2,9.9,0.4,6.78,0.556382614,0.203598201,116.4150626
2,60,1.2,9.9,0.6,6.78,0.545161336,0.200972617,115.5573892
2,60,1.2,9.9,0.8,6.78,0.536452875,0.192252019,118.8694438
2,60,1.2,9.9,1,6.78,0.526862238,0.191445305,117.2362489
2,60,1.2,9.9,1.2,6.78,0.518436087,0.188743636,117.012557
2,60,1.4,9.9,0.4,6.78,0.534892963,0.185087301,123.1118403
2,60,1.4,9.9,0.6,6.78,0.525804463,0.176292073,127.0577162
2,60,1.4,9.9,0.8,6.78,0.516105833,0.173393955,126.7985766
2,60,1.4,9.9,1,6.78,0.50708148,0.175454599,123.118284
2,60,0.8,29.9,0.4,6.78,0.579901794,0.242229455,101.9851789
2,60,0.8,29.9,0.6,6.78,0.568623415,0.233973699,103.5302495
2,60,0.8,29.9,0.8,6.78,0.556050361,0.240915771,98.32375554
2,60,0.8,29.9,1,6.78,0.54396995,0.239617306,96.70886596
2,60,0.8,29.9,1.2,6.78,0.534918385,0.23388217,97.4316311
2,60,1,29.9,0.4,6.78,0.55614963,0.210847444,112.3654704
2,60,1,29.9,0.6,6.78,0.541874823,0.211231445,109.282335
2,60,1,29.9,0.8,6.78,0.533691646,0.206702628,109.9901939
2,60,1,29.9,1,6.78,0.524630464,0.20426776,109.4115677
2,60,1,29.9,1.2,6.78,0.516858389,0.199923269,110.1330808
2,60,1.2,29.9,0.4,6.78,0.532756274,0.188762455,120.2326777
2,60,1.2,29.9,0.6,6.78,0.521615346,0.186577907,119.096694
2,60,1.2,29.9,0.8,6.78,0.51230241,0.186385198,117.0912769
2,60,1.2,29.9,1,6.78,0.505461849,0.177110296,121.5777595
2,60,1.2,29.9,1.2,6.78,0.497484997,0.175484778,120.7675064
2,60,1.4,29.9,0.4,6.78,0.514316304,0.164738221,132.998114
2,60,1.4,29.9,0.6,6.78,0.502597135,0.169246134,126.5059096
2,60,1.4,29.9,0.8,6.78,0.496855353,0.156093045,135.5988427
2,60,1.4,29.9,1,6.78,0.487310233,0.161578474,128.4788358
2,60,0.8,49.9,0.4,6.78,0.554933854,0.226594154,104.3282883
2,60,0.8,49.9,0.6,6.78,0.541545581,0.226722111,101.7538153
2,60,0.8,49.9,0.8,6.78,0.532589054,0.220895436,102.7105504
2,60,0.8,49.9,1,6.78,0.521777402,0.216984382,102.4392411
2,60,0.8,49.9,1.2,6.78,0.510598379,0.222187589,97.8969581
2,60,1,49.9,0.4,6.78,0.530535631,0.199975218,113.018084
2,60,1,49.9,0.6,6.78,0.519931758,0.195319265,113.3994182
2,60,1,49.9,0.8,6.78,0.510833744,0.193464552,112.4832196
2,60,1,49.9,1,6.78,0.502669202,0.188800416,113.4198039
2,60,1,49.9,1.2,6.78,0.493949747,0.187627817,112.148922
2,60,1.2,49.9,0.4,6.78,0.509334212,0.176459956,122.9606766
2,60,1.2,49.9,0.6,6.78,0.501065069,0.168934143,126.353203
2,60,1.2,49.9,0.8,6.78,0.491976077,0.166906016,125.5687457
2,60,1.2,49.9,1,6.78,0.483865553,0.166434999,123.8481746
2,60,1.2,49.9,1.2,6.78,0.475041622,0.169634232,119.2965075
2,60,1.4,49.9,0.4,6.78,0.49107477,0.15805922,132.3540851
2,60,1.4,49.9,0.6,6.78,0.482041537,0.154028663,133.3191323
2,60,1.4,49.9,0.8,6.78,0.47372154,0.153586138,131.395555
2,60,1.4,49.9,1,6.78,0.463811385,0.159748152,123.6844561
2,60,0.8,69.9,0.4,6.78,0.52844345,0.219616729,102.5044367
2,60,0.8,69.9,0.6,6.78,0.517535412,0.215740743,102.1921327
2,60,0.8,69.9,0.8,6.78,0.506202854,0.218782674,98.56465913
2,60,0.8,69.9,1,6.78,0.49654894,0.216026647,97.91839731
2,60,0.8,69.9,1.2,6.78,0.489731076,0.206809705,100.8779645
2,60,1,69.9,0.4,6.78,0.505635683,0.197148114,109.2583532
2,60,1,69.9,0.6,6.78,0.496598304,0.186810234,113.2437208
2,60,1,69.9,0.8,6.78,0.48697509,0.185993425,111.5369375
2,60,1,69.9,1,6.78,0.478980949,0.180729515,112.901242
2,60,1,69.9,1.2,6.78,0.470080573,0.183888665,108.899756
2,60,1.2,69.9,0.4,6.78,0.486035315,0.170568096,121.3890707
2,60,1.2,69.9,0.6,6.78,0.478233637,0.165655348,122.9827558
2,60,1.2,69.9,0.8,6.78,0.468421806,0.167106953,119.4131475
2,60,1.2,69.9,1,6.78,0.461404286,0.160806877,122.2324649
2,60,1.2,69.9,1.2,6.78,0.45336462,0.158932935,121.5187474
2,60,1.4,69.9,0.4,6.78,0.469791567,0.15011788,133.3160249
2,60,1.4,69.9,0.6,6.78,0.460468781,0.14905972,131.5980492
2,60,1.4,69.9,0.8,6.78,0.450406746,0.150538321,127.4580823
2,60,1.4,69.9,1,6.78,0.443782554,0.148871303,126.9897883
2,60,0.8,89.9,0.4,6.78,0.501114494,0.243234984,87.76482423
2,60,0.8,89.9,0.6,6.78,0.491013502,0.204016934,102.5266529
2,60,0.8,89.9,0.8,6.78,0.483425188,0.204358115,100.773641
2,60,0.8,89.9,1,6.78,0.472889496,0.225747487,89.23727591
2,60,0.8,89.9,1.2,6.78,0.46617419,0.210500222,94.34203259
2,60,1,89.9,0.4,6.78,0.482799376,0.185765855,110.715996
2,60,1,89.9,0.6,6.78,0.470876389,0.184109011,108.9535613
2,60,1,89.9,0.8,6.78,0.464398222,0.177848914,111.2369042
2,60,1,89.9,1,6.78,0.456335044,0.172603336,112.6274363
2,60,1,89.9,1.2,6.78,0.446965903,0.176691987,107.7623617
2,60,1.2,89.9,0.4,6.78,0.463103599,0.173651944,113.6077788
2,60,1.2,89.9,0.6,6.78,0.453055667,0.177199773,108.9175761
2,60,1.2,89.9,0.8,6.78,0.446832955,0.165876902,114.7542668
2,60,1.2,89.9,1,6.78,0.440009284,0.158858549,117.9942407
2,60,1.2,89.9,1.2,6.78,0.433569865,0.15453842,119.5176879
2,60,1.4,89.9,0.4,6.78,0.44607809,0.150040896,126.6516361
2,60,1.4,89.9,0.6,6.78,0.438343067,0.144988716,128.7921818
2,60,1.4,89.9,0.8,6.78,0.428688312,0.151215135,120.7691318
3,30,0.8,9.9,0.4,6.78,0.436793445,0.225695852,82.44457735
3,30,0.8,9.9,0.6,6.78,0.414915779,0.210545922,83.95038265
3,30,0.8,9.9,0.8,6.78,0.390100785,0.210180396,79.06680334
3,30,0.8,9.9,1,6.78,0.368422362,0.206797736,75.894406
3,30,0.8,9.9,1.2,6.78,0.358817873,0.18608073,82.14520721
3,30,1,9.9,0.4,6.78,0.401354806,0.193360784,88.42389297
3,30,1,9.9,0.6,6.78,0.300932387,0.360287024,35.58196036
3,30,1,9.9,0.8,6.78,0.35632831,0.191234487,79.37681617
3,30,1,9.9,1,6.78,0.344622317,0.169262534,86.73454863
3,30,1,9.9,1.2,6.78,0.325805621,0.16606324,83.57851075
3,30,1.2,9.9,0.4,6.78,0.360137594,0.198811871,77.16772723
3,30,1.2,9.9,0.6,6.78,0.341990336,0.185708564,78.44973227
3,30,1.2,9.9,0.8,6.78,0.334625854,0.154157754,92.47060112
3,30,1.2,9.9,1,6.78,0.31220127,0.156510526,84.97685976
3,30,1.2,9.9,1.2,6.78,0.301413968,0.146666393,87.54721308
3,30,1.4,9.9,0.4,6.78,0.266178799,0.216874806,52.28461568
3,30,1.4,9.9,0.6,6.78,0.313760213,0.154262913,86.64547856
3,30,1.4,9.9,0.8,6.78,0.30382996,0.143133729,90.42701021
3,30,1.4,9.9,1,6.78,0.291110091,0.140431039,88.30874497
3,30,1.4,9.9,1.2,6.78,0.276494582,0.132523421,88.87989815
3,30,1.6,9.9,0.4,6.78,0.309550285,0.156030331,84.51459991
3,30,1.6,9.9,0.6,6.78,0.287013348,0.154263549,79.25895417
3,30,1.6,9.9,0.8,6.78,0.2785916,0.135982313,87.27606428
3,30,1.6,9.9,1,6.78,0.26770236,0.129280611,88.21214136
3,30,1.6,9.9,1.2,6.78,0.254891746,0.126495968,85.83979131
3,30,1.8,9.9,0.4,6.78,0.280606882,0.150994725,79.16734983
3,30,1.8,9.9,0.6,6.78,0.268357973,0.136750126,83.59808498
3,30,1.8,9.9,0.8,6.78,0.257849834,0.12640455,86.89878681
3,30,1.8,9.9,1,6.78,0.246179426,0.120086437,87.33078342
3,30,1.8,9.9,1.2,6.78,0.235298987,0.115691937,86.64161295
3,30,0.8,29.9,0.4,6.78,0.420743679,0.206931034,86.61668018
3,30,0.8,29.9,0.6,6.78,0.399464697,0.195935624,86.85094766
3,30,0.8,29.9,0.8,6.78,0.371333902,0.205274253,77.06189456
3,30,0.8,29.9,1,6.78,0.353886985,0.197182434,76.45500654
3,30,0.8,29.9,1.2,6.78,0.342946214,0.178756384,81.72859147
3,30,1,29.9,0.4,6.78,0.385797764,0.183508264,89.55990888
3,30,1,29.9,0.6,6.78,0.362374923,0.184307094,83.75787428
3,30,1,29.9,0.8,6.78,0.344615977,0.169870527,86.42252222
3,30,1,29.9,1,6.78,0.330064265,0.158984503,88.44092485
3,30,1,29.9,1.2,6.78,0.311434593,0.164673038,80.56639198
3,30,1.2,29.9,0.4,6.78,0.347267207,0.185285589,79.84205266
3,30,1.2,29.9,0.6,6.78,0.331614794,0.159812328,88.39611569
3,30,1.2,29.9,0.8,6.78,0.318830368,0.148593361,91.40497554
3,30,1.2,29.9,1,6.78,0.298472007,0.162778573,78.11167143
3,30,1.2,29.9,1.2,6.78,0.292182191,0.135416708,91.9159866
3,30,1.4,29.9,0.4,6.78,0.316425644,0.166701029,80.8617161
3,30,1.4,29.9,0.6,6.78,0.309413986,0.144068172,91.49164898
3,30,1.4,29.9,0.8,6.78,0.286876629,0.162075913,75.40258841
3,30,1.4,29.9,1,6.78,0.280801278,0.13145054,91.00102164
3,30,1.4,29.9,1.2,6.78,0.270080106,0.122848086,93.65560269
3,30,1.6,29.9,0.4,6.78,0.298458963,0.142994606,88.91489754
3,30,1.6,29.9,0.6,6.78,0.278586478,0.147359814,80.53608819
3,30,1.6,29.9,0.8,6.78,0.27146293,0.126066136,91.73216726
3,30,1.6,29.9,1,6.78,0.258855415,0.119902127,91.96867504
3,30,1.6,29.9,1.2,6.78,0.242683523,0.118022306,87.59629929
3,30,1.8,29.9,0.4,6.78,0.269585032,0.146432873,78.42720822
3,30,1.8,29.9,0.6,6.78,0.261347079,0.126592771,87.94644828
3,30,1.8,29.9,0.8,6.78,0.250028186,0.117937701,90.31208626
3,30,1.8,29.9,1,6.78,0.235057813,0.11298444,88.62691131
3,30,1.8,29.9,1.2,6.78,0.224526103,0.109223122,87.57130396
3,30,0.8,49.9,0.4,6.78,0.401097388,0.197845853,86.36393932
3,30,0.8,49.9,0.6,6.78,0.382249229,0.186058508,87.5198664
3,30,0.8,49.9,0.8,6.78,0.354592487,0.195287106,77.35092681
3,30,0.8,49.9,1,6.78,0.338945224,0.175316859,82.35982235
3,30,0.8,49.9,1.2,6.78,0.330913791,0.16595492,84.94431095
3,30,1,49.9,0.4,6.78,0.369427987,0.17430584,90.2874561
3,30,1,49.9,0.6,6.78,0.342078101,0.186015082,78.34056086
3,30,1,49.9,0.8,6.78,0.330426706,0.161888217,86.94997538
3,30,1,49.9,1,6.78,0.317918482,0.151518069,89.38423154
3,30,1,49.9,1.2,6.78,0.298743513,0.151091207,84.23039864
3,30,1.2,49.9,0.4,6.78,0.332927172,0.191270486,74.14994658
3,30,1.2,49.9,0.6,6.78,0.32122067,0.151776822,90.15868959
3,30,1.2,49.9,0.8,6.78,0.309101637,0.138120526,95.33506021
3,30,1.2,49.9,1,6.78,0.289713787,0.141680286,87.1102583
3,30,1.2,49.9,1.2,6.78,0.278749091,0.134068356,88.57205855
3,30,1.4,49.9,0.4,6.78,0.3076091,0.152161266,86.12012018
3,30,1.4,49.9,0.6,6.78,0.296539127,0.1369765,92.22432847
3,30,1.4,49.9,0.8,6.78,0.277300126,0.146409553,80.68451897
3,30,1.4,49.9,1,6.78,0.271059733,0.124507735,92.74237966
3,30,1.4,49.9,1.2,6.78,0.257040705,0.121717489,89.96187113
3,30,1.6,49.9,0.4,6.78,0.287395209,0.136235424,89.86675046
3,30,1.6,49.9,0.6,6.78,0.266961151,0.139390107,81.58788521
3,30,1.6,49.9,0.8,6.78,0.260079678,0.12190067,90.88869916
3,30,1.6,49.9,1,6.78,0.247101767,0.117141277,89.86187174
3,30,1.6,49.9,1.2,6.78,0.23700913,0.113246227,89.15606586
3,30,1.8,49.9,0.4,6.78,0.258244835,0.145736147,75.4873056
3,30,1.8,49.9,0.6,6.78,0.249680391,0.119812297,88.77539263
3,30,1.8,49.9,0.8,6.78,0.236105827,0.114514799,87.83237996
3,30,1.8,49.9,1,6.78,0.229103869,0.108354173,90.07335569
3,30,1.8,49.9,1.2,6.78,0.19955196,0.104892576,81.04398864
3,30,0.8,69.9,0.4,6.78,0.385214229,0.190180161,86.28725849
3,30,0.8,69.9,0.6,6.78,0.366165298,0.176851698,88.20181272
3,30,0.8,69.9,0.8,6.78,0.343327716,0.179068913,81.6767087
3,30,0.8,69.9,1,6.78,0.327509086,0.176391368,79.09619429
3,30,0.8,69.9,1.2,6.78,0.312188519,0.160914719,82.64769004
3,30,1,69.9,0.4,6.78,0.35259645,0.168405811,89.19292857
3,30,1,69.9,0.6,6.78,0.33164021,0.172343515,81.97507033
3,30,1,69.9,0.8,6.78,0.312906492,0.174447653,76.41154921
3,30,1,69.9,1,6.78,0.298918587,0.146380445,86.99202074
3,30,1,69.9,1.2,6.78,0.287675278,0.149478611,81.98474478
3,30,1.2,69.9,0.4,6.78,0.322462403,0.159525535,86.11096131
3,30,1.2,69.9,0.6,6.78,0.307985979,0.150165502,87.37160973
3,30,1.2,69.9,0.8,6.78,0.291218309,0.138695678,89.44690356
3,30,1.2,69.9,1,6.78,0.277837556,0.13963033,84.76581629
3,30,1.2,69.9,1.2,6.78,0.261025044,0.127641378,87.11646744
3,30,1.4,69.9,0.4,6.78,0.296936557,0.156125058,81.02156338
3,30,1.4,69.9,0.6,6.78,0.285682627,0.130301781,93.3991749
3,30,1.4,69.9,0.8,6.78,0.268330669,0.136417514,83.79338686
3,30,1.4,69.9,1,6.78,0.256617316,0.122733413,89.07025795
3,30,1.4,69.9,1.2,6.78,0.243923604,0.120170944,86.46969312
3,30,1.6,69.9,0.4,6.78,0.274224077,0.133870395,87.26309303
3,30,1.6,69.9,0.6,6.78,0.256244302,0.133374752,81.8446236
3,30,1.6,69.9,0.8,6.78,0.245983316,0.117960148,88.83414041
3,30,1.6,69.9,1,6.78,0.233109827,0.113098917,87.80347418
3,30,1.6,69.9,1.2,6.78,0.224077485,0.110502064,86.38481209
3,30,1.8,69.9,0.4,6.78,0.250101151,0.138836404,76.74001767
3,30,1.8,69.9,0.6,6.78,0.204973373,0.111784157,78.11361797
3,30,1.8,69.9,0.8,6.78,0.226692371,0.110206907,87.62694144
3,30,1.8,69.9,1,6.78,0.218608679,0.10805744,86.18313551
3,30,1.8,69.9,1.2,6.78,0.209901341,0.101795912,87.84042644
3,30,0.8,89.9,0.4,6.78,0.367128483,0.182503196,85.69533263
3,30,0.8,89.9,0.6,6.78,0.348607708,0.17212378,86.27911305
3,30,0.8,89.9,1,6.78,0.315329755,0.160175517,83.86454246
3,30,0.8,89.9,1.2,6.78,0.296696248,0.160090961,78.95048547
3,30,1,89.9,0.4,6.78,0.337331103,0.161082385,89.21089533
3,30,1,89.9,0.6,6.78,0.317771919,0.163111429,82.99285146
3,30,1,89.9,0.8,6.78,0.304353691,0.150375318,86.22070644
3,30,1,89.9,1,6.78,0.292491581,0.139639564,89.23073043
3,30,1,89.9,1.2,6.78,0.271213026,0.153403427,75.31561792
3,30,1.2,89.9,0.4,6.78,0.301887257,0.169385401,75.92387527
3,30,1.2,89.9,0.6,6.78,0.198725131,0.167795324,50.45247777
3,30,1.2,89.9,0.8,6.78,0.280430141,0.133611323,89.41100744
3,30,1.2,89.9,1,6.78,0.267755176,0.129376852,88.16391319
3,30,1.2,89.9,1.2,6.78,0.25100259,0.139485613,76.65815288
3,30,1.4,89.9,0.4,6.78,0.283843627,0.1455955,83.0502144
3,30,1.4,89.9,0.6,6.78,0.26917135,0.128206512,89.43928296
3,30,1.4,89.9,0.8,6.78,0.258156153,0.128104501,85.84750015
3,30,1.4,89.9,1,6.78,0.245794417,0.118316176,88.49881404
3,30,1.4,89.9,1.2,6.78,0.234959376,0.113065451,88.52632243
3,30,1.6,89.9,0.4,6.78,0.260646031,0.126571816,87.72505826
3,30,1.6,89.9,0.6,6.78,0.248088931,0.131102696,80.6130451
3,30,1.6,89.9,0.8,6.78,0.237044783,0.115451113,87.46651806
3,30,1.6,89.9,1,6.78,0.226304439,0.112118761,85.98532658
3,30,1.6,89.9,1.2,6.78,0.209544917,0.110138348,81.04908831
3,30,1.8,89.9,0.4,6.78,0.239554303,0.129496917,78.8050607
3,30,1.8,89.9,0.6,6.78,0.227535165,0.115126169,84.19456032
3,30,1.8,89.9,0.8,6.78,0.21923839,0.107593203,86.80431849
3,30,1.8,89.9,1,6.78,0.209162041,0.107680382,82.74768379
3,30,1.8,89.9,1.2,6.78,0.19738366,0.100719764,83.48454008
3,35,0.8,9.9,0.4,6.78,0.505693028,0.376219289,57.26054404
3,35,0.8,9.9,0.6,6.78,0.523241093,0.263987536,84.43606458
3,35,0.8,9.9,0.8,6.78,0.500490287,0.247077821,86.29218238
3,35,0.8,9.9,1,6.78,0.470507799,0.252622552,79.34220597
3,35,0.8,9.9,1.2,6.78,0.457097113,0.226979048,85.78913129
3,35,1,9.9,0.4,6.78,0.507388718,0.257049762,84.08783339
3,35,1,9.9,0.6,6.78,0.485820521,0.233573364,88.6057899
3,35,1,9.9,0.8,6.78,0.461782986,0.231127983,85.11281616
3,35,1,9.9,1,6.78,0.440541617,0.213431308,87.93026396
3,35,1,9.9,1.2,6.78,0.430748317,0.198091092,92.63352802
3,35,1.2,9.9,0.4,6.78,0.47295744,0.223504137,90.14591651
3,35,1.2,9.9,0.6,6.78,0.449178178,0.2202912,86.86224733
3,35,1.2,9.9,0.8,6.78,0.432550207,0.190048685,96.95745738
3,35,1.2,9.9,1,6.78,0.419398395,0.177017488,100.9299723
3,35,1.2,9.9,1.2,6.78,0.396672225,0.178058353,94.90279501
3,35,1.4,9.9,0.4,6.78,0.436959266,0.200421001,92.87680974
3,35,1.4,9.9,0.6,6.78,0.420107715,0.185999538,96.21844949
3,35,1.4,9.9,0.8,6.78,0.405350056,0.165294177,104.4677511
3,35,1.4,9.9,1,6.78,0.386425932,0.164957626,99.79376941
3,35,1.4,9.9,1.2,6.78,0.367819701,0.16572125,94.55104821
3,35,1.6,9.9,0.4,6.78,0.40310429,0.203474899,84.39488818
3,35,1.6,9.9,0.6,6.78,0.388739801,0.16563775,99.9791057
3,35,1.6,9.9,0.8,6.78,0.37051282,0.174556694,90.42245494
3,35,1.6,9.9,1,6.78,0.359407641,0.152387983,100.4722544
3,35,1.6,9.9,1.2,6.78,0.345190979,0.146214064,100.5726399
3,35,1.8,9.9,0.4,6.78,0.38188805,0.156247578,104.1195633
3,35,1.8,9.9,0.6,6.78,0.35738899,0.168480435,90.36520873
3,35,1.8,9.9,0.8,6.78,0.344062322,0.164013112,89.36513363
3,35,1.8,9.9,1,6.78,0.328934418,0.158507489,88.40342553
3,35,1.8,9.9,1.2,6.78,0.318590564,0.139049699,97.60507931
3,35,0.8,29.9,0.4,6.78,0.526520915,0.259646891,86.38574099
3,35,0.8,29.9,0.6,6.78,0.377927659,0.325634445,49.44107464
3,35,0.8,29.9,0.8,6.78,0.482599535,0.221537288,92.80035273
3,35,0.8,29.9,1,6.78,0.458817694,0.219330457,89.11499264
3,35,0.8,29.9,1.2,6.78,0.440605492,0.20814073,90.17837292
3,35,1,29.9,0.4,6.78,0.488001036,0.23501249,88.45845746
3,35,1,29.9,0.6,6.78,0.464690701,0.217561095,90.98971591
3,35,1,29.9,0.8,6.78,0.44724106,0.193241039,98.59431338
3,35,1,29.9,1,6.78,0.426534261,0.193930471,93.69521933
3,35,1,29.9,1.2,6.78,0.414942993,0.180517477,97.92165424
3,35,1.2,29.9,0.4,6.78,0.447463424,0.215303843,88.53506726
3,35,1.2,29.9,0.6,6.78,0.436412371,0.185141872,100.4157795
3,35,1.2,29.9,0.8,6.78,0.414213046,0.188588847,93.56584206
3,35,1.2,29.9,1,6.78,0.403392535,0.165019561,104.1362639
3,35,1.2,29.9,1.2,6.78,0.383042906,0.161079722,101.3015558
3,35,1.4,29.9,0.4,6.78,0.421520849,0.187012442,96.01920853
3,35,1.4,29.9,0.6,6.78,0.406679041,0.179687676,96.41465711
3,35,1.4,29.9,0.8,6.78,0.391499183,0.157307438,106.0208211
3,35,1.4,29.9,1,6.78,0.368128466,0.16362363,95.84356072
3,35,1.4,29.9,1.2,6.78,0.356062377,0.151773224,99.94026316
3,35,1.6,29.9,0.4,6.78,0.389288927,0.190275105,87.15647225
3,35,1.6,29.9,0.6,6.78,0.380282169,0.152465783,106.2534734
3,35,1.6,29.9,0.8,6.78,0.362549801,0.148603279,103.9318938
3,35,1.6,29.9,1,6.78,0.346387395,0.144324239,102.2427132
3,35,1.6,29.9,1.2,6.78,0.330664667,0.143057191,98.46630907
3,35,1.8,29.9,0.4,6.78,0.370066583,0.152283478,103.5229512
3,35,1.8,29.9,0.6,6.78,0.348985242,0.14752988,100.7712477
3,35,1.8,29.9,0.8,6.78,0.332809935,0.15259566,92.91025769
3,35,1.8,29.9,1,6.78,0.320767245,0.140042399,97.57533113
3,35,1.8,29.9,1.2,6.78,0.305976205,0.136825016,95.26463496
3,35,0.8,49.9,0.4,6.78,0.501392491,0.256053235,83.41749034
3,35,0.8,49.9,0.6,6.78,0.481948902,0.227209683,90.36156029
3,35,0.8,49.9,0.8,6.78,0.452486368,0.223921797,86.08325714
3,35,0.8,49.9,1,6.78,0.440059324,0.216301562,86.66847075
3,35,0.8,49.9,1.2,6.78,0.42170938,0.204469748,87.86051831
3,35,1,49.9,0.4,6.78,0.464974375,0.235230932,84.20621602
3,35,1,49.9,0.6,6.78,0.444576593,0.223539235,84.7232086
3,35,1,49.9,0.8,6.78,0.430721338,0.185995315,98.6515572
3,35,1,49.9,1,6.78,0.40716416,0.184676011,93.9222787
3,35,1,49.9,1.2,6.78,0.399646972,0.166519769,102.2398703
3,35,1.2,49.9,0.4,6.78,0.43660068,0.197151707,94.33946919
3,35,1.2,49.9,0.6,6.78,0.415173643,0.193318949,91.48816407
3,35,1.2,49.9,0.8,6.78,0.397692087,0.171820779,98.60088842
3,35,1.2,49.9,1,6.78,0.385260925,0.157996769,103.8762638
3,35,1.2,49.9,1.2,6.78,0.368658634,0.156479503,100.3636651
3,35,1.4,49.9,0.4,6.78,0.402102492,0.19831277,86.37650901
3,35,1.4,49.9,0.6,6.78,0.380907392,0.174308955,93.09133609
3,35,1.4,49.9,0.8,6.78,0.375843343,0.149498455,107.0975953
3,35,1.4,49.9,1,6.78,0.353379971,0.154377993,97.51380485
3,35,1.4,49.9,1.2,6.78,0.337685493,0.156256459,92.06275921
3,35,1.6,49.9,0.4,6.78,0.374054734,0.169012515,94.28136309
3,35,1.6,49.9,0.6,6.78,0.364722158,0.145220632,106.9900495
3,35,1.6,49.9,0.8,6.78,0.338489278,0.159839666,90.21316446
3,35,1.6,49.9,1,6.78,0.328199427,0.147384972,94.86241536
3,35,1.6,49.9,1.2,6.78,0.311785874,0.146870346,90.43402848
3,35,1.8,49.9,0.4,6.78,0.35101647,0.149332864,100.1340222
3,35,1.8,49.9,0.6,6.78,0.333372067,0.150998218,94.05176475
3,35,1.8,49.9,0.8,6.78,0.320232233,0.144072784,94.68750165
3,35,1.8,49.9,1,6.78,0.308338826,0.137012112,95.86913675
3,35,1.8,49.9,1.2,6.78,0.291900384,0.13454226,92.42415972
3,35,0.8,69.9,0.4,6.78,0.483249388,0.237642509,86.6276923
3,35,0.8,69.9,0.6,6.78,0.463729243,0.213870371,92.36840035
3,35,0.8,69.9,0.8,6.78,0.443533116,0.201441097,93.79669509
3,35,0.8,69.9,1,6.78,0.423719633,0.202379439,89.19114957
3,35,0.8,69.9,1.2,6.78,0.405939351,0.195330419,88.53211377
3,35,1,69.9,0.4,6.78,0.449201778,0.220563036,86.75975115
3,35,1,69.9,0.6,6.78,0.430601502,0.190865933,96.10736801
3,35,1,69.9,0.8,6.78,0.410355873,0.188725917,92.62722918
3,35,1,69.9,1,6.78,0.390472392,0.203228114,81.8495145
3,35,1,69.9,1.2,6.78,0.38091217,0.165338787,98.14307564
3,35,1.2,69.9,0.4,6.78,0.414136098,0.20056841,87.96099191
3,35,1.2,69.9,0.6,6.78,0.399725651,0.17716921,96.11326542
3,35,1.2,69.9,0.8,6.78,0.381455737,0.168358101,96.52052907
3,35,1.2,69.9,1,6.78,0.370873667,0.149886102,105.4081509
3,35,1.2,69.9,1.2,6.78,0.347987435,0.169296561,87.56387855
3,35,1.4,69.9,0.4,6.78,0.385817244,0.183587129,89.52595597
3,35,1.4,69.9,0.6,6.78,0.373723165,0.160236183,99.35711891
3,35,1.4,69.9,0.8,6.78,0.354858953,0.147148699,102.7327472
3,35,1.4,69.9,1,6.78,0.337341546,0.158759052,90.51923928
3,35,1.4,69.9,1.2,6.78,0.325781854,0.165102281,84.05883714
3,35,1.6,69.9,0.4,6.78,0.359929385,0.166911988,91.86272765
3,35,1.6,69.9,0.6,6.78,0.349288818,0.140999756,105.529987
3,35,1.6,69.9,0.8,6.78,0.331781951,0.14953075,94.52176153
3,35,1.6,69.9,1,6.78,0.318917449,0.137501447,98.805376
